question_id,member_id,question,type
48388,92069,"as if it were a fiction,  為什麼不是 as if it was a fiction ?  it 一般後面助動詞是單數,什麼樣的狀況用were, 是因為假設語氣才用的嗎?",11
25951,69015,unprocessed 什麼意思 查不到解釋,13
14687,69015,"engaged不是 : 忙碌的,使用中的 意思嗎? 為什麼這裡翻成參與?",14
17208,57028,"感謝平日問題的回覆!  But appearance aside請問這句的appearance 是名詞,aside是副詞嗎?覺得詞性怪怪的.",9
8387,57028,您好!請問這句句子中的being knocked 為何不是be knocked而是用being?,10
18784,63262,everyone back at home 為何會翻成老家的每個人,14
12843,63262,can be home to thousands of cousins,9
10325,63262,throughout在這裡的用法,9
22633,55493,請問一下that在這邊的文法是?,5
40707,90332,請問graduating這個字在查字典時查不到   在這裡是當形容詞用嗎?  這個用法是正確的嗎?,12
39659,90332,so the two ends  聽起來像是 so the two wends  是因為有連音嗎?  還是因為英國腔的特色呢?  謝謝,14
36948,90332,此句中的branch聽起來像是bronch請問這是澳洲腔的特色嗎?  還有哪些美澳發音的不同呢?   可以再幫我舉些例子嗎? 謝謝  ,14
36945,90332,請問earnings 聽起來像是 ening是因為澳洲腔的捲舌音都不明顯嗎?  ,14
36943,90332,句中的providers 聽起來像是 froider  是因為澳洲腔的特色嗎?,14
34628,90332,請問這個影片中  owner為何聽不見呢?  聽起來比較像是 Lodge Layla Cajee       謝謝,14
34321,90332,請問聽影片的時候    為何聽不出有 the的聲音呢 是因為有連音嗎?  謝謝,14
57952,101170,請問此句over是什麼意思呢？,9
62667,52330,"請問  在講解說明 be made of  與 be made from的差別,  但是此句子中 made of 之前沒有看到 be?",5
13992,66870,"we are the young lovers our older selves will someday reminisce about. 這句話翻譯成""我們是我們那較年長的自我某一天將會懷念的那年少的戀人。""很怪耶。是否有更好的翻法呢？",14
12844,66870,"請問這句英文是否也能改為簡單一點，如下： To produce snow in the mountains,you need three things: you need lift, and moisture, and temperatures cold enough to freeze them into snowflakes. or To produce snow in the mountains, you need three things: lift, and moisture, and temperatures cold enough to freeze them into snowflakes. 以上請問 ",10
42907,74107,"start out , 的發音可以寫音標給我讀嗎?好像是連音的關係覺得與我的發音有出入.",14
40671,89554,"為什麼聽不到""to""的音 反而像是""the""",14
85035,104856,被動式filled to 後面的bursting是形容詞 是指被充滿到一個bursting的狀態嗎,8
85033,104856,想請問alternating的用法 ,12
84635,104856,這句的結構無法理解，為什麼to see that後面又有that?,10
82049,104856,請問為什麼後半句是使用would而非will?,13
21238,1264,...it came down to wanting... 請問為什麼這裡的to後面是用V-ing而不是原型動詞呢? 謝謝,9
75803,102123,1.老師唸時在so之後有in，是否要加in呢? 2.on given day如何翻譯呢?,14
63234,102123,如果我想要再看句義翻譯，請問在哪看呢?  因為我忘記it won't work.怎麼翻譯,14
60230,102123,to take to  get set up for your adventure 的to take to  get set up 的個別單字翻譯為何?,14
60219,102123," 兩位老師在once  you've  arrived都沒念出 you've的音,  只聽出""ㄑㄩˋ""的音，why?Thanks.",14
58508,102123,"我想問前一句We speak in sound units.為何翻譯成""我們用音節說話""? 個別的單字如何翻譯呢? 謝謝",14
49082,81858,請問 so在這邊是什麼意思?,10
45245,81858,老師好 本句使用過去式開頭，在使用使役動詞make this thing work...的時候為什麼不使用made呢?是因為使役動詞本身的用法，還是其他原因?,3
11490,70814,請問老師  drummed out  此句翻成敲響，可以嗎?,14
117416,92874,how  ~ will be 是什麼樣的句型？ 為什麼   will be 後面不用接 動詞或名詞？ ,4
43217,92874,此句中 What is left 是名詞子句嗎？為何可以當主詞用？,7
28336,85719,The opportunity of buying gold finally came alone. 想請問這裡的 come along 為什麼用過去式 came ? 跟用現在式 come alone 有什麼差別呢?,3
28167,85719,為什麼這裡的 performing in American movies? 是用 performing? 感謝幫忙解釋。 ,12
23288,79886,left在這裡不是動詞嗎?,8
36742,91415,為什麼影片中kind of 發音，of的發音好像都沒念出來，接著就連接blows people out of water,14
11517,63072,沒聽到an idiot ,14
10899,63072,影片原音的 due diligence 為什麼和老師朗讀的 發音不同?,14
10842,63072,"聽起來好像是  ""funny stuff"" ?",14
8635,21890,"Other than all of that fun stuff, I just liked playing around. 我聽到 funny stuff，請問差別？謝謝！",14
8120,21890,請問這一句I want to know how to do that. Then I'd be awesome! 跟I want to know how to do that. Then I'll be awesome! 的差別？我聽成Then I'll be awesome!  似乎也說得過去........ 謝謝！,14
30853,86431,Video似乎是說in不是on,9
28294,86431,..請問which在這邊的用法?,5
14529,74788,"everything we say can be drummed out , 翻譯成我們說的任何事都是可以被鼓打出來，請問鼓打出來是什麼意思？",14
14449,74788,by the way 放在這裡是什麼意思？ 與放在開頭的by the way 有何不同,8
46092,84685,請問be going to和be about to兩者用法的差別  謝謝,4
43478,84685,"請問這邊使用has since+PP,是現在完成式的用法嗎?",1
53509,52368,"請問這個單字visualization，他的KK音標/vɪʒʊəlɪˋzeʃən/，""ʒʊ""不太會發音，謝謝",14
49466,52368,為什麼這邊用over介係詞？？不用at呢？謝謝,9
9576,67868,"在這個句子中 presenting 是什麼意思? 翻譯的和我查到的不太一樣，我查到的是""現在的""的意思",14
4015,61580,老師 我要退費，這超過我的能力範圍了@@ 而且我不知道我自己發音怪在哪裡 速度有點快 我想要退費 我只上一堂 可以打九折 麻煩與我聯絡，或著退費辦理發個email通知 電話0982782444 謝謝,14
14258,34560, 想請問一下，每個課程，是否有一次播放那完整課程的選項，或是影集可以直接播放，一口氣將那課程播完，便於集中訓習聽力，或可以把它轉成mp3，平時上下班在車上可以放送聆聽。,14
14256,34560,"這句翻譯時，他朋友誇他有一個“amazing day""，而這個amazing day 是 他朋友在渡假聖地，非常開心滑了一天的雪 嗎？",14
14135,34560,想問一下，在練習口說時，可以看著下方的文字唸；還是要將文字遮起來，聽完影片的聲音，接著做一次覆唸的動作。 另外，口說一定要唸到很熟很熟，才可以換下一句，還是只要句子能大約唸出來即可換到下一句。 最後，我發現有很多連音比如， eighth of a teaspoons of a water 似乎很難唸，也很難聽出那些介細詞，是否有什麼祕訣可以快速上手？,14
76550,93711,"most-challenged在這裡翻譯成 ""最常被質疑的"" 為什麼不是""最具挑戰性的""? ",14
74591,93711,聽寫的  II 怎麼打出來...已經試過l和1了 ?  感謝,14
74373,93711,請問，being，在這裡為什麼用 ing ? 謝謝,8
25106,66032,請問：allow the pan to cool slightly 是一個副詞子句嗎？ then在這裡是當做連結詞 ，還是and then 當做副詞 ：然後,10
23959,66032,請問immediately在句中是當做副詞還是連接詞，要如何區分，或是有何特徵？,10
23010,66032,請問在此的as 的作用是連結詞嗎？那意思是「像」還是？,10
12342,66032,可以說明一下 Everything we say can be drummed out的翻譯嗎？ 查詢drummed out 為開除、敲打  ,14
10728,66032,請問後面的out of the water 要如何翻譯,14
8727,66032,請問在句中的how 與 to 中間是不是還有一個about的發音，在模仿這裡的發音總是沒有主講者的順,14
8375,66032,You are always judged by the way you performperform 對於此句的文法翻譯不懂  .,14
5632,61927,請問I'd 是 I would的縮寫嗎？ 該怎麼發音,14
4252,61927,you've  為何 have 都不發音？,14
23321,80900,you're meeting  跟  is another question  出現兩個be動詞了該怎麼理解,7
23093,80900, we're going to be making friends    為何用要加be?,2
22715,80900, you'll be speaking  這裡的時態不太懂可以稍加解釋嗎?,2
22714,80900,Everything we say can be drummed out.   因為被動式所以要be+pp  ，然後can後面要用原型，所以就是can be drummed out是這樣理解嗎?,8
22673,80900, if you want to be presenting in English. 不懂 want to be的用法,2
90333,63688,影片聽起來是The learning outcomes，怎麼聽都不是Good…,14
10969,67114,"為什麼是使用""how""這個字",10
22586,78347,人們經常會做的=what people will often do. 這句翻譯有甚麼句型或是技巧嗎??,14
20122,78347,to the way怎麼使用，怎麼翻譯,14
19290,78347,"It's that you're trying to speak my language in the rhythm pattern of your language===是你嘗試去""""使用你語言的節奏模式說我的語言""""。 這類句型不太會翻譯",14
19072,78347,在come along的說明中，有一個範例: the opportunity of buying gold..... 這邊的buy為什麼要有ing??謝謝,9
19070,78347,"they have been told for years,  可以協助說明一下這句話的文法以及為何是翻譯成它們被告知了好幾年?",14
27914,80598,engaged 是翻參與嗎?,14
27780,80598,modern age該怎麻翻呢,14
26842,80598,"predictor是預言家，那為什麼The single best predictor question會翻譯成""最好的一個預設問題""",14
25295,80598,mise en place ，這應該怎麼發音?,14
23922,80598,為什麼用 are left? ,8
23047,80598,"我聽到前面的原音，唸的是""But""，before…而不是""Now""，before，是我聽錯了嗎?",14
22845,80598,"you can't make stock, 這裡翻譯:你就沒辦法熬煮高湯…""stock""這字在這是什麼意思呢? 怎麼翻譯?",14
70811,80514,為什麼不是kind of invading in the space ..... 而是 ... on the space...,9
27315,80514,"我有聴到原音是；So ""in"" on any given day, ....   好像有in 音",9
8748,62557,請問這句just so..在中文好像沒有直接翻譯出來像是連接詞嗎?謝謝!,14
7235,62557,請問此句bothering為何要加ing,2
59441,62774,"老師您好, 請問在 ""Listen, I have got this phenomenal ..........""  這句的""have "" 不發音嗎?",14
59440,62774,"老師您好, 請問在 ""Listen, I have got this phenomenal ..........""  這句的""have "" 不發音嗎?",14
46536,95704,if you want to be presenting   in English中為何不直接使用want tot present English ?,12
11603,61719," 請問老師:       這句的後半段的""what""在這裡是做為什麼詞使用呢?       另外""what some people see on the moon""為什麼是翻譯[在月亮上看到什麼]       而不是[看到什麼在月亮上]呢?謝謝老師! ",14
11462,61719,"請問老師: 為何這句後面的翻譯是[從那隻雞身上]out of the bird~ out of 是指[在...範圍之外]的意思,是說在雞身體以外嗎?  bird是指[鳥]的意思,為什麼這裡不用""chicken""呢??謝謝老師!!",14
11459,61719,"請問老師: 這句中的[stuck]跟我們之前學的高湯[stock]再發音上有什麼不同嗎? 這2者發音蠻相近的~~ 另外[ parsley]是指荷蘭芹,[celery]就是我們一般長見的的芹菜是嗎??謝謝老師~~",14
10958,61719,"請問老師: 在這個句子中是三段獨立的句子用and來做連接的嗎? 後面的2句""where you made that slit, the bone is just gonna crack.""中間是用逗號來區隔2個句子是嗎?可以用[that]來連接2個句子嗎?謝謝老師!!",10
8128,61719,"請問老師:在這句中的Once是當作連接詞還是名詞使用呢?翻譯上使用連接詞的""一但""比名詞的翻譯""一次，一回""感覺更貼切一些,但是連接詞可以放再句首嗎? 另外一個單字[consider]是動詞的考慮/細想的意思,跟另外一個[think about it]有什麼不同呢?使用上有什麼樣的差異?謝謝老師!!",14
7890,61719,"請問老師: 英文mushroom翻譯是蘑菇,請問跟我們平常在說的""香菇""是同樣的東西嗎? 我看料理節目[musterchef]當中叫醫生作""Madam""請問是什麼意思呢?謝謝!!",14
6726,61719,"請問老師: 關於這句she sells sea shells by the seashore. 為什麼它中間的介係詞是用""by""?? 如果換成at/in可以適用嗎?謝謝!!",9
6383,61719,"請問老師: 這邊的句子中""it isn't your accent that's the problem.""有2個is&主詞it和that這2者之間有什麼關係?翻譯上是要以哪個為主呢?謝謝!!",14
12303,59370,"gets the final decision"" on"" if you're hired or not. == >  不太了解~這邊為什麼要用ON ~",9
11646,59370,"在這邊got to 的意思是?? 因為如果用""必須""來翻譯感覺怪怪的~~",14
98146,435,這裡 how是指? 是連接詞嗎? 像這種用法通常會用在哪?,10
73615,92644,"The trimmings are ground the same way butchers chop up hamburger meat,請幫我酒是這句文法,謝謝",5
73612,92644,"as far back as the 1860s, 可否解釋一下這句句型,謝謝",9
61175,92644,"聽完解說沒都講到句型分析,可以幫我解釋更清楚些嗎,謝謝 1. mankind has looked at , 為何要用has, 而不是had或只用looks或looked 2. as if it were a fiction; as if pretending that climate change wasn't real would somehow make it go away這句不太懂架構",14
60131,92644,you wouldn't have been able to buy a cup of coffee.為何不是用you wouldn't be able to buy a cup of coffee,13
59153,92644,"get working smarter and faster,為何get後不是work而是working",12
46592,92644,there were times when it seemed like這個句型不太知道如何拆解使用,5
45748,92644,"that happen to you這句說得很快,一直無法有效聽出,不知有什麼訣竅嗎",14
43982,92644,"he very first year,very的用意為何？",9
42922,92644,as they had expected可否改為as they expected,1
55259,52246,你好，請問有哪些時候該用which,5
5216,61742,這句聽起來像是you are the names。 聽起來沒有what的音，為什麼呢? ,14
37735,64192,"在課程說明當中....., imagine the impact「 that can have on the issue.」  impact後面省略了一個 that，所以如果沒省略，原句應該是 ....., imagine the impact that  that can have on the issue. 一個句子可以出現2個相連接that，這樣文法是可以的嗎? 第一個that 是帶出子句? 第二個that 是當作主詞嗎?",5
17499,73710,請問I think about how much fun it is to have these special stories to share.這句話的句義分析為何?我無法與中文翻譯聯貫一起，謝謝,14
16662,73710,請問這裡的throughout的中文，是介係詞的遍布還是副詞的各地？,9
15762,73710,請問這裡的skiing是動詞還是名詞?若是動詞為何要加ing?,12
1182,51277,"請問left有留下的意思嗎 因為我用yahoo字典,大概只有左邊的意思",3
1175,51277,我想請問在這其中的holding和marking是名詞嗎 ,5
556,51277,"我所愛的""事""是一位老朋友~ 這裡的what是翻譯成""事"" 感覺有點奇怪",14
46073,33551,The next component to understanding 請問to後面加understanding，是因為to在這裡是介係詞嗎?,9
46055,33551,"He is the one she's been looking for her whole life. 請問上面這句話her whole life前為什麼不用加""in"" her whole life.?",9
12078,33551,"Why is she suddenly gone?  敘述句是She is gone. 請問為什麼用is gone, 是被動的意思嗎?  為什麼過世是被動?",8
58297,83252,"請問這裡為什麼一開始要使用現在式呢，而後面又使用過去式。 The story probably ""begins"" around 10,000 B.C. 如果這都是事實的話是否可以都使用現在式呢? ",3
55205,83252,"老師您好， 這段文字有些結構我不是很清楚想向您請教一下 1. I've seen my father's role as a parent ""being valued less"" by society 看起來是大致的結構是: I've seen + O + adj子句。其中my father's role as a parent 整個當作受詞，不過我不確定文法上有沒有的專有名詞。然後being valued less by society  應該是一個形容詞子句，前面省略了who is。用being是想解釋狀態持續存在。  2. my needing his presence as a child as much as my mother's 這句話的needing接在所有格後面感覺應該是名詞，但這樣想我就有兩個問題 a) 這個子句動詞是誰阿 b) needing 和 need 差在哪裡  謝謝你囉!  ",9
53991,83252,Confuse about/at/with/by 請問有什麼區別呢，為什麼這裡要用confuse at 呢,8
53821,83252,"可以稍微分析一下 It is that this has to stop 這句話的結構嗎？ 另外這件事情感覺是要""被阻止""，不需要使用被動嗎？ 像是 it is that this has to be stopped之類的",8
26060,83252,這句話的結構有點不懂？主詞好像省略去了。 後面not loving也很少這樣用。 他是怎麼寫出這樣的句子阿？,12
25826,83252,"這裡, all of which只的就是前面那些our first kiss, lite-night sneaking and matinee movies.  若這裡只打, which 意思上是否會有差別 另外有或沒有"",""是不是也會有差別 我有點忘記which 加逗號與不加逗號再句意上的不同了。",10
25717,83252,"為什麼是用gradaut""ing""，graduated",12
25515,83252,This is something we eventually have to face and accept 這句話的時態是否需要使用過去式？還是他是在陳述事實？,3
22188,68524,請問lying around，為什麼lying要用ing型態?,12
21486,68524,請問為什麼you're left，are的後面是接left而不是V+ing呢?,8
10217,68524,"Especially in business,  you've got to be able to learn how to articulate your message. 請問這句how to articulate那句，是不是影片有說到word這個字，是我聽錯還是字幕錯誤?",14
5206,56431,I'm afraid to ask 為什麼這翻成：我恐怕要問而不是我害怕地問？,14
4389,56431,Antarctica這個字我一直發不好，跟原因念的不太一樣，中間tar的音好像被帶過了，請問有什麼建議關於這個字的發音嗎？,14
56265,99614,"because it isn't your accent that's the problem.(因為並不是你的腔調是那個問題) 不懂翻譯的""是那個問題""是什麼意思?",14
91212,100573,請問through和perforation都是穿過的意思，為何要用2個穿過,9
48725,27554,"And the first one  kind of  blows people out of the water. 請問 kind of  blows 中間的of 要如何發音, 我聽不太出來 謝謝",14
45558,92939,這句有甚麼特別的文法，例如has since或是其他的，可以解釋一下嗎?,1
43767,92939, Alta gets a significant amount of snow這句裡的significant要怎麼翻譯?,14
43759,92939,為甚麼[where you have a pass]這句的翻譯是[你有入場券的地方]?,14
25101,82241,"這裡老師好像念成:  So ""in""  on any given day....",9
117306,58634,"The golden rule here is ""do not do this ..... 第一個do 老師跟影片都是發 to 的音??  為什麼要這樣發音",14
98993,58634,It's only in the last few hundred years that civilization has  gotten in the way. 為什麼這一句的翻譯這麼奇怪,14
25224,58634,"it's really important to  make sure that you're not using the  ill-fated one-word response.   使用""ill-fated""這一個字眼中文翻譯起來覺得怪怪的。外國人這樣的用法有什麼用意呢 ",14
36833,26632,"let's say you get five responses 這句話聽起來似乎比較像let's ""see"" you get... 請問這樣是否也說的通呢？ 謝謝～",14
32933,89862,這裡的by the way要怎麼翻？,14
7570,62065,I didn't know what  went on  為什麼用went不用go,3
7202,62065,onion stuck with a  clove  這裡stuck是指被插入嗎,13
6732,62065,"I found Tim boring, but Windy found him attractive.  I just find the shears easier.  我想知道這兩句裡面find跟found的用法差異",3
5909,62065,dancer 這發音原音跟老師發音不一樣 有滿多類似這樣的問題 我不知道該學哪個 老師發音跟我以前學校學的是一樣 但是原音是外國人發音 麻煩幫忙解答，謝謝^^,14
34873,83978,"you're going to steal that coin from that bottom card as you then show the bottom card to the audience by bringing it up, 請講解這句文法的as you then...",10
28662,83978,為什麼要用 be getting to呢？ ,2
46606,53896,Vivienne is in her pajamas，為何不是Vivienne was in her pajamas,3
42368,53896,be about to 與 be going to 有差別嗎? ,4
41727,53896,這裡不用did的理由是? ,3
41462,53896,"as you speak 是否應該翻譯成 當你""們""說話，不然會使人理解要邊說話邊點頭。",14
40698,53896,不太清楚這裡 is 的用法 <br >Wherever you're meeting the pers question ?,7
36167,53896,I love working with children. 我本來翻譯成我喜歡與小孩一起工作。 若改成I love working on children. 語意有甚麼差別?  ,14
36092,53896,1.  I want this so bad 翻譯成：我如此想要這件事? 2.  It's not necessarily the brains (it's the brains that got you there) 若改成關係子句： It's not necessarily the brains which/that got you there. 語意有差嗎? 3. 一邊寫作可以用括弧來補述嗎? ,14
33538,53896,可以 比較 want answered  和 want to answer 和 want to get an answer 的用法嗎?,13
32161,53896,and yet  的用法? 詞性? adv嗎?,10
18932,53896,"請問 650 million，原文發音是600 ""and"" 50 million，有and 嗎?  沒有and 應該也沒關係吧? ",14
17566,53896,這裡為何用who當作非人稱的關係代名詞?,5
13429,53896,You are left.  left 是過去分詞? 翻譯成你被留下來??,14
13428,53896,You can either break the backbone off. 為何要翻譯成：你可以不要折斷背骨... ， 為何要加否定句?,14
11766,53896,"""the person interviewing you"" 是名詞子句的簡化具嗎?  That the person interviews you ",7
11542,53896,聽起來像是life,14
55204,97267,這邊的that是甚麼意思，甚麼樣的文法會這樣用呢,10
54393,97267,這邊的that是關系子句的意思嗎?那that代表哪一個字,10
50139,97267,"the single和best predictor 都是在形容""question""嗎?如果是的話，為什麼這兩者可以直接連在一起講，不需要甚麼介係詞嗎?",9
48537,97267,"這邊""that""所代表句子是甚麼?而""it""代表的句子是甚麼?",10
43996,95101,"我在學習成果中看到有一段查過字典的紀錄，上面寫著""共查過 9 個單字 / 共學會 0 個單字(聽寫正確)""，請問""學會0個單字""這個部份，我應該會有什麼樣的測試才算學會單字呢? 另外，在體驗時有訓練英文key in(寫)，但暖身課程中沒有這個部份嗎? 再請回覆，謝謝",14
77750,78195,請問這裡的trussing是名詞還動詞呢？ 查詢時名詞是truss有花束、乾草捆， 但truss動詞卻是綑綁的意思？ 查詢的跟翻譯的對不起來？,14
74989,78195,"When Godtfred returned, Ole explained that that wasn't the way to create a good brand. 你好請問一下這句話裡面有兩個that聽朗讀很像the that可是又覺得不應該是，麻煩我解答，謝謝",14
74839,78195,你好，解釋上只有說以下兩個的意思不相同，但我想知道實際上翻譯時差在哪裡，謝謝。 (x) I only coated the ducks twice (o) I coated the ducks only twice ,14
43394,78195,您好請問get through的through在這裡是算形容詞嗎?,9
404,52432,You are always judged by the way you perform-你永遠都會由於你的表現被評論  查了單字後，不大懂這句怎麼會這樣翻譯,14
20981,56705,"請問 I am nearly finished. 照字面翻，像是""我快要被完結了"" 是不是應該使用 finishing比較好??",14
9237,56705,"They transfer it by cart , 聽起來像是 They transferred by cart。transfer應做為不及物動詞，且聽不到it的發音，請協助確認",14
9224,56705,請問powered如何發音?,14
31400,85974,including是介係詞?用法?介係詞前後的詞性接法?,9
31396,85974,That 在這裡是什麼詞性,5
29255,85974,"This is the third successful business that I have started and run.,這裡的that指的是? 一般看到句子會直接翻,這是第三個成功的事業.......但是這裡是我已開創和經營第三個成功的事業!",14
28550,85974,"we began to imitate our mom,began 時態的用法?",3
28538,85974,看到JUST就是要用現在進行式嗎?,2
27479,85974,yet的意思及用法?,10
4072,55282,who magically flew to the moon and lived there at  Jade Palace. 請問這裡為什麼用who而不是she?,5
17640,66130,with a relationship reflective of the city we were in 請問為什麼是用reflective of  不是應該用動詞嗎 ? ,5
46745,95504,nodding your head as you speak to show that you're listening. 在你說話時點點你的頭，以顯示你正在聽。 這句是否有語病(我說話時點頭表示我在聽) 應該是說在對方說話時，我點頭 表示我正在聽,14
56927,100526,if you want to be [presenting] in English 為什麼presenting查的單字跟他給的不太一樣 他是現在.當前的意思嗎?? ,12
20313,73565,which takes us to the second point. ..us 是不用發音?,14
14644,59391,205 two hundred 「and」 five 中間要放 and 嗎 原音好像有，但是老師發音的部分沒有,14
3948,59391,why waste this life not loving? 為什麼要用 loving 而不是 to love??,6
3396,59391,為什麼我聽到的好像是 them about??,14
31983,79244, I don't wipe my whole face off like it's a washcloth. => like it's a washcloth.這句是用like當介系詞引導的句子嗎?,10
31720,79244,I've been Molly from Jobaroo Q1.這句可以改用這樣的英文來表達嗎?  => I am Molly from Jobaroo. Q2  用現在完成式I have been Molly的用意為何?,1
39801,90524,請問有些連音根本聽不出來該怎麼克服?像是本句were to/ instead of saying/  謝謝,14
22011,79963,"AAA As the pan  heats up, we'll add about  an eighth of a teaspoon of water every 10 to 15 seconds.  BBB As the pan  heats up, we'll add about  an eighth teaspoon water every 10 to 15 seconds.  AAA-BBB=of of  Could I cut 2 ""of"" to look straightly?",9
20092,76535,"if you've had to quit your last job兩個have,第一個have是完成式,第二個have是曾經嗎?",1
19675,76535,"""要準備""為何用被動型態""be prepared""",8
118939,58633,想了解have been的時態用法,11
111389,58633,before you've even begun 想了解一下這種時態的用法,1
71407,59431,為什麼是形容詞collective ，而非動詞collect,6
45254,59431,As more and more of the interactions that we are having take place online.....  請問為何用having?    ,2
43311,91473,請問這邊的so能翻譯成什麼？該怎麼用？,14
7860,51624,You could cut this in half. Under what kind of situation we use could and can? ,3
80525,87595,"想請問that, which, who 怎麼使用?",5
62510,87595,為何不是用過去完成式 I had doneit before and I had had .......,1
49228,73405,老師您好: 請問這句的worked 後面為何要多一個for 呢??,9
47969,73405,老師您好: 請問這句的 a man 後面為何要多一個who 呢?,5
47735,73405,老師您好: 請問I've 的ve 的縮寫 ，在念句子時，發音要發出來嗎? 我感覺有些句子沒念出來，有些又有發出ve 的音,14
45551,73405,這句的ever 翻成“ 從來沒有“ ?? 查了字點，似乎沒有這個意思，請老師幫忙解惑這個字的用法,14
43821,73405,老師您好: 請問這句的had 是用過去式嗎?? 為何要用過去式呢? ,3
43588,73405,老師您好: 這裡的creepy，查字點是令人毛骨悚然的；不寒而慄的，但翻譯是“怪怪的“，好像不搭??,14
42828,73405,老師您好: 請問這句的 I want this so bad ，是指如果不做這件事的話會非常後悔是嗎?? 照課程裡的中文翻譯bad 是想要的意思??但感覺很怪~,14
42385,73405,老師您好: 請問這句的wanting 為何不是用want ?,9
40064,73405,老師您好: 請問這句的needing 加ing是為了變成名詞嗎? need 加ing 是否是特殊的用法?一般很少看到,2
37978,73405,老師您好: 請問decision 後面一般是接on +子句嗎?,9
36962,73405,"老師您好: 請問這句的 he has spotted, 為何是翻成“ 被發現 “，spotted 我查字點是 沾上斑點的意思",14
36508,73405,老師您好: 請問這句的 that is 為何都可以省略呢?一般不是只省略that 而已嗎?,5
35397,73405,老師您好: 請問這句的could 算是過去式用的嗎? 還是用can 也可以?,3
34808,73405,"老師您好: 請問這句的of being hurt, and of being held，的 be 為何要加 ing ? 可以用be hurt 就好嗎? ",9
31801,73405,老師您好: 請問例句中的these days ，為什麼是翻成“今天“的意思，今天除了today外，難道還有其它的詞???,14
30776,73405,老師您好: 請問這句的 just 好像是連接詞，連接前後兩句，just 應該不是個連接詞，我感覺應該可以用and 來連接比較好??,10
30695,73405,老師您好: 不好意思，想再請教一個，have been 一般是有動作持續的意思嗎? have 是代表動作完成，been 是代表動作一直持續下去的意思，這樣的理解對嗎??,1
30693,73405,"老師您好: 這句後面的They were both anxious…，為何動詞是用過去式的 were, 期待想見，應該是還沒見到，過去式代表是已經發生的事，這樣的理解對嗎??",3
30675,73405,"老師您好: 請問There have been a lot of people …與 There are a lot of people  , 在用法或意思上是差別在那邊??",1
29118,73405,老師您好: 請問這句的says 後面是否省略 that ??否則就同時有兩個動詞 says 與sees 了,7
62130,76901,1. as that 有更多例句或用法呢？ 2.請問為何要descend+ing 謝謝,2
17263,76901,The opportunity of buying gold finally came along.  為何用came非come,3
97935,11785,pop that insect  請問pop 如何翻譯,14
97415,11785,most people are faced with .... 不能改成 most people faced with ... 人不是主動面對嗎？為什麼是用被動式？,8
95157,11785,"as is a tale , so is life ==人生像故事一樣.... 這句話 為什麼會要這麼翻譯?? 謝謝！",14
94237,11785,"except that ....這裏翻成 "" 只是"" 而字典卻是 ，除.....之外 ??",14
93950,11785,humbling experience 請問是指 謙遜的經歷？還是令人難堪的經驗？,12
92013,11785,"to inform the outside world "" of ""  what was happening to them ..... 這裏為什麼要用介系詞 of ... 而不是 that ?? ",9
91014,11785,might as well  中的as well 是翻成..也..嗎？  這句翻成，你也可能....??,14
89780,11785,you have never known...  為何我聽起來像 you have never should known....,14
89236,11785,went up to study modern language... 這裏 up 可以省略嗎？ 為什麼要加  went 後面要加 up??,3
89004,11785,both of whom 為什麼不是 both of who came from....,9
79199,11785,請問在被動式中，及物動詞和不及物動詞如何區別？ 及物動詞後面不是要加受詞，而不及物詞不用加受詞， 而這裏 redeem是被動式的及物動詞，為何後面不用加受詞..... 有點錯亂了.....還請為我解惑，謝謝！,8
76775,11785,where 通常不是指一個地方嗎...? 這裏可以用 what  替代嗎？,5
76295,11785,請問 closed 這裏是當形容詞嗎？ 形容詞通常不是在名詞 (both ends of the wrapper)前面修飾嗎？,13
73846,11785,請問這裏可以改成...... attention is given to establish a sales strategy and identify the ..... ---&gt; 因為to 後面不是接原形動詞嗎？,9
73844,11785,rely on  --&gt;點說明的時候，聽不到老師的講解....,14
73484,11785,this will result ........and decreased efficiency； 請問 and 不是連接兩個相同時態的動詞..... 那這裏是不是要改成 decrease?? 謝謝！ ,13
71835,11785,請問這與 we will learn more about..... 意思上有差別嗎？ 謝謝！,2
52260,11785,is related to +  ving  ( 後面是要接 動名詞嗎?) 可以改成 is related to  overcome one's fear.....嗎? ,9
49753,11785,known as referees ，這裏是省略 are 嗎?,5
49505,11785,there have been a lot of people 和 there are a lot of people 有差別嗎？,1
49041,11785,影片中　couture　的發音與老師的發音不太一樣？？ 　,14
49039,11785, this is real moment where ... 請問where 不是形容地方嗎？ 可用while 嗎？ ,5
48779,11785,請has questioned 可改成 questioned,3
47507,11785,"toward 這裏是當介系詞嗎? 為什麼會加後面會加 ""s""",9
45429,11785,請是always  後面可以加過去式嗎？ 是不是要改成 I always want to drive ‧‧‧‧,3
44281,11785,be associated with  --&gt;在這句中為什麼沒有 be 動詞？,5
39239,11785,I've been Molly 與 I am Molly ，請問有不同的意思嗎？,1
36576,11785,"請問you are a customer , 其中 a 發音ㄟ , 但有時發音卻是 ㄛ ，這是為什麼? 另外像 the , 有時聽到的是 ""了""的音，有時卻聽到  [ li ] 的音?? 請問這當中有發音的規則嗎？",14
33698,11785,"請問 and 是連接 time 和 energy ,  那 thinking 呢？ 是不是還需 and , 來連接wasting 和 thinking??",10
33697,11785,it's not  --&gt; 我聽原音是 s 的音，而不是t的音??,14
